PrePost,Type,u,p
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_PRODUCTIVE : WEEK3_PRODUCTIVE,58.0,0.04339139209847581
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_BELONGING : WEEK3_BELONGING,42.5,0.5735551404686963
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_DISCRIMINATION : WEEK3_DISCRIMINATION,33.0,0.5556897902827946
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_EMO_DRAINED : WEEK3_EMO_DRAINED,46.0,0.37236023920324
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_TALKSTRESS : WEEK3_TALKSTRESS,37.0,0.958972954565516
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_LITTLESLEEP : WEEK3_LITTLESLEEP,46.5,0.3340740676751949
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_PROFCARES : WEEK3_PROFCARES,51.0,0.17154637904655523
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_HOMESICK : WEEK3_HOMESICK,38.0,0.8870520557144607
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_EXERCISE : WEEK3_EXERCISE,37.5,0.9251101757496347
pre_Norm_post_Low : pre_High_post_Norm,EMA_MORNING : EMA_MORNING,,
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_ACTIVITY_ACADEMIC : WEEK3_ACTIVITY_ACADEMIC,47.5,0.28479838829048765
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_ACADEMIC_percentage : WEEK3_ACADEMIC_percentage,35.5,1.0
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_ACTIVITY_PERSONAL : WEEK3_ACTIVITY_PERSONAL,25.0,0.2931495340331144
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_PERSONAL_percentage : WEEK3_PERSONAL_percentage,25.0,0.2931495340331144
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_TIRED_AM : WEEK3_TIRED_AM,31.5,0.7066297099055592
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_DRINK : WEEK3_DRINK,39.0,0.779061857710557
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_DRUGS : WEEK3_DRUGS,33.0,0.5556897902827946
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_drinkdrugs_alone : WEEK3_drinkdrugs_alone,33.0,0.5556897902827946
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_negative_cons : WEEK3_negative_cons,30.0,0.3447209741884444
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_SLEEP : WEEK3_SLEEP,,
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_HrsBed_avg : WEEK3_HrsBed_avg,51.0,0.17444800102463465
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_HrsAsleep_avg : WEEK3_HrsAsleep_avg,50.5,0.18932606248249373
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_HrsBed_Weekday_avg : WEEK3_HrsBed_Weekday_avg,46.0,0.3735966374564359
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_HrsAsleep_Weekday_avg : WEEK3_HrsAsleep_Weekday_avg,47.5,0.30264568476714515
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_HrsBed_Weekend_avg : WEEK3_HrsBed_Weekend_avg,52.0,0.14658281173283236
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_HrsAsleep_Weekend_avg : WEEK3_HrsAsleep_Weekend_avg,51.0,0.17444800102463465
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_TODAY_STRESSFUL : WEEK3_TODAY_STRESSFUL,36.0,0.9622977250277672
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_M_STRESS : WEEK3_M_STRESS,48.0,0.28020305296218273
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_M_CONTROL : WEEK3_M_CONTROL,44.0,0.48104410607883286
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_M_SUCCESS_COPING : WEEK3_M_SUCCESS_COPING,42.0,0.6055357064442249
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_A1_STRESS : WEEK3_A1_STRESS,43.0,0.5418345194189556
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_A1_CONTROL : WEEK3_A1_CONTROL,44.0,0.4819526825137108
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_A1_SUCCESS_COPING : WEEK3_A1_SUCCESS_COPING,41.0,0.6692086678876683
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_A2_STRESS : WEEK3_A2_STRESS,42.0,0.6049733734367266
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_A2_CONTROL : WEEK3_A2_CONTROL,46.0,0.37310292462008565
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_A2_SUCCESS_COPING : WEEK3_A2_SUCCESS_COPING,38.0,0.8880447410102551
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_E_STRESS : WEEK3_E_STRESS,42.5,0.5733566128076513
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_E_CONTROL : WEEK3_E_CONTROL,46.5,0.3474746086224899
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_E_SUCCESS_COPING : WEEK3_E_SUCCESS_COPING,37.0,0.9625331927349791
pre_Norm_post_Low : pre_High_post_Norm,D1_W3_Stress : D1_W3_Stress,39.5,0.7765854271138453
pre_Norm_post_Low : pre_High_post_Norm,D2_W3_Stress : D2_W3_Stress,40.0,0.7411188454526265
pre_Norm_post_Low : pre_High_post_Norm,D3_W3_Stress : D3_W3_Stress,44.0,0.46927370840454485
pre_Norm_post_Low : pre_High_post_Norm,D4_W3_Stress : D4_W3_Stress,48.5,0.2512879517463573
pre_Norm_post_Low : pre_High_post_Norm,D5_W3_Stress : D5_W3_Stress,47.0,0.3157238145967176
pre_Norm_post_Low : pre_High_post_Norm,D6_W3_Stress : D6_W3_Stress,43.0,0.5371580598136265
pre_Norm_post_Low : pre_High_post_Norm,D7_W3_Stress : D7_W3_Stress,46.5,0.3457155278125573
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_STRESS : WEEK3_STRESS,45.0,0.42597511151360556
pre_Norm_post_Low : pre_High_post_Norm,D1_W3_GaveSupport : D1_W3_GaveSupport,25.0,0.12963458087901283
pre_Norm_post_Low : pre_High_post_Norm,D2_W3_GaveSupport : D2_W3_GaveSupport,22.5,0.18403413701987226
pre_Norm_post_Low : pre_High_post_Norm,D3_W3_GaveSupport : D3_W3_GaveSupport,36.5,1.0
pre_Norm_post_Low : pre_High_post_Norm,D4_W3_GaveSupport : D4_W3_GaveSupport,30.0,0.5823193735766927
pre_Norm_post_Low : pre_High_post_Norm,D5_W3_GaveSupport : D5_W3_GaveSupport,32.5,0.7547575058527577
pre_Norm_post_Low : pre_High_post_Norm,D6_W3_GaveSupport : D6_W3_GaveSupport,27.0,0.3761268612675377
pre_Norm_post_Low : pre_High_post_Norm,D7_W3_GaveSupport : D7_W3_GaveSupport,41.0,0.6412927080069775
pre_Norm_post_Low : pre_High_post_Norm,D1_W3_ReceivedSupport : D1_W3_ReceivedSupport,26.0,0.28568215709500766
pre_Norm_post_Low : pre_High_post_Norm,D2_W3_ReceivedSupport : D2_W3_ReceivedSupport,21.0,0.14203615241914008
pre_Norm_post_Low : pre_High_post_Norm,D3_W3_ReceivedSupport : D3_W3_ReceivedSupport,34.5,0.920344325445942
pre_Norm_post_Low : pre_High_post_Norm,D4_W3_ReceivedSupport : D4_W3_ReceivedSupport,34.0,0.8792752749927308
pre_Norm_post_Low : pre_High_post_Norm,D5_W3_ReceivedSupport : D5_W3_ReceivedSupport,30.0,0.5775802732360233
pre_Norm_post_Low : pre_High_post_Norm,D6_W3_ReceivedSupport : D6_W3_ReceivedSupport,27.5,0.41364330190488796
pre_Norm_post_Low : pre_High_post_Norm,D7_W3_ReceivedSupport : D7_W3_ReceivedSupport,32.0,0.7170826135854868
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_GaveSupport : WEEK3_GaveSupport,28.5,0.5063148677720883
pre_Norm_post_Low : pre_High_post_Norm,WEEK3_ReceivedSupport : WEEK3_ReceivedSupport,26.5,0.3925943000513372
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_EMA_EVENING : WEEK1_EMA_EVENING,,
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_PRODUCTIVE : WEEK1_PRODUCTIVE,18.0,0.6465757187356533
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_BELONGING : WEEK1_BELONGING,19.0,0.5228166539190886
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_DISCRIMINATION : WEEK1_DISCRIMINATION,14.0,0.8922951180849767
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_EMO_DRAINED : WEEK1_EMO_DRAINED,13.5,0.854805435691019
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_TALKSTRESS : WEEK1_TALKSTRESS,26.0,0.05468120473251771
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_LITTLESLEEP : WEEK1_LITTLESLEEP,16.0,0.9272644735252321
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_PROFCARES : WEEK1_PROFCARES,12.5,0.7118520451183861
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_HOMESICK : WEEK1_HOMESICK,11.5,0.5646842536879997
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_EXERCISE : WEEK1_EXERCISE,13.5,0.854805435691019
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_EMA_MORNING : WEEK1_EMA_MORNING,,
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_ACTIVITY_ACADEMIC : WEEK1_ACTIVITY_ACADEMIC,12.5,0.7072635078841193
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_ACADEMIC_percentage : WEEK1_ACADEMIC_percentage,13.5,0.8510593810100768
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_ACTIVITY_PERSONAL : WEEK1_ACTIVITY_PERSONAL,21.0,0.2682647306161908
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_PERSONAL_percentage : WEEK1_PERSONAL_percentage,20.0,0.36505097035247414
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_TIRED_AM : WEEK1_TIRED_AM,15.5,1.0
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_DRINK : WEEK1_DRINK,11.5,0.47950012218695337
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_DRUGS : WEEK1_DRUGS,12.0,0.3613104285261787
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_drinkdrugs_alone : WEEK1_drinkdrugs_alone,,
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_negative_cons : WEEK1_negative_cons,,
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_SLEEP : WEEK1_SLEEP,,
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_HrsBed_Avg : WEEK1_HrsBed_Avg,16.0,0.9272644735252321
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_HrsAsleep_Avg : WEEK1_HrsAsleep_Avg,15.0,0.9272644735252321
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_HrsBed_Weekday_Avg : WEEK1_HrsBed_Weekday_Avg,17.0,0.7841912294016191
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_HrsAsleep_Weekday_Avg : WEEK1_HrsAsleep_Weekday_Avg,15.0,0.9272644735252321
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_HrsBed_Weekend_Avg : WEEK1_HrsBed_Weekend_Avg,20.5,0.3580121842474402
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_HrsAsleep_Weekend_Avg : WEEK1_HrsAsleep_Weekend_Avg,18.5,0.5830249115137662
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_TODAY_STRESSFUL : WEEK1_TODAY_STRESSFUL,16.5,0.854805435691019
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_M_STRESS : WEEK1_M_STRESS,20.5,0.36021644331435243
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_M_CONTROL : WEEK1_M_CONTROL,19.5,0.4631687362979815
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_A1_STRESS : WEEK1_A1_STRESS,20.5,0.3557859242354904
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_A1_CONTROL : WEEK1_A1_CONTROL,25.5,0.0672640751937606
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_A1_SUCCESS_COPING : WEEK1_A1_SUCCESS_COPING,16.0,0.9264259462419342
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_A2_STRESS : WEEK1_A2_STRESS,22.0,0.23104548827151294
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_A2_CONTROL : WEEK1_A2_CONTROL,20.0,0.4003939489033802
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_A2_SUCCESS_COPING : WEEK1_A2_SUCCESS_COPING,22.5,0.20021690900828493
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_E_STRESS : WEEK1_E_STRESS,17.0,0.7822520698874638
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_E_CONTROL : WEEK1_E_CONTROL,17.5,0.7143791829912025
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_E_SUCCESS_COPING : WEEK1_E_SUCCESS_COPING,16.0,0.9272644735252321
pre_Norm_post_Low : pre_Low_post_Norm,D1_W1_Stress : D1_W1_Stress,23.5,0.12460522691058797
pre_Norm_post_Low : pre_Low_post_Norm,D2_W1_Stress : D2_W1_Stress,22.5,0.1908412729609592
pre_Norm_post_Low : pre_Low_post_Norm,D3_W1_Stress : D3_W1_Stress,20.0,0.4048324636058783
pre_Norm_post_Low : pre_Low_post_Norm,D4_W1_Stress : D4_W1_Stress,15.5,1.0
pre_Norm_post_Low : pre_Low_post_Norm,D5_W1_Stress : D5_W1_Stress,23.5,0.14138441486247735
pre_Norm_post_Low : pre_Low_post_Norm,D6_W1_Stress : D6_W1_Stress,18.5,0.57954132848667
pre_Norm_post_Low : pre_Low_post_Norm,D7_W1_Stress : D7_W1_Stress,17.5,0.7137536313307795
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_STRESS : WEEK1_STRESS,22.0,0.23533326650958586
pre_Norm_post_Low : pre_Low_post_Norm,D1_W1_GaveSupport : D1_W1_GaveSupport,12.0,0.647328684583698
pre_Norm_post_Low : pre_Low_post_Norm,D2_W1_GaveSupport : D2_W1_GaveSupport,10.0,0.38406399052005213
pre_Norm_post_Low : pre_Low_post_Norm,D3_W1_GaveSupport : D3_W1_GaveSupport,19.0,0.4605966187047713
pre_Norm_post_Low : pre_Low_post_Norm,D4_W1_GaveSupport : D4_W1_GaveSupport,18.0,0.6286884331574623
pre_Norm_post_Low : pre_Low_post_Norm,D5_W1_GaveSupport : D5_W1_GaveSupport,21.5,0.19043026382552397
pre_Norm_post_Low : pre_Low_post_Norm,D6_W1_GaveSupport : D6_W1_GaveSupport,17.5,0.6943787210882721
pre_Norm_post_Low : pre_Low_post_Norm,D7_W1_GaveSupport : D7_W1_GaveSupport,15.0,0.9217497018922179
pre_Norm_post_Low : pre_Low_post_Norm,D1_W1_ReceivedSupport : D1_W1_ReceivedSupport,12.0,0.6480768681391461
pre_Norm_post_Low : pre_Low_post_Norm,D2_W1_ReceivedSupport : D2_W1_ReceivedSupport,11.5,0.549231530717903
pre_Norm_post_Low : pre_Low_post_Norm,D3_W1_ReceivedSupport : D3_W1_ReceivedSupport,18.5,0.47950012218695337
pre_Norm_post_Low : pre_Low_post_Norm,D4_W1_ReceivedSupport : D4_W1_ReceivedSupport,16.0,0.9204882806483893
pre_Norm_post_Low : pre_Low_post_Norm,D5_W1_ReceivedSupport : D5_W1_ReceivedSupport,21.5,0.19043026382552397
pre_Norm_post_Low : pre_Low_post_Norm,D6_W1_ReceivedSupport : D6_W1_ReceivedSupport,17.5,0.6943787210882721
pre_Norm_post_Low : pre_Low_post_Norm,D7_W1_ReceivedSupport : D7_W1_ReceivedSupport,12.5,0.6872645736394991
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_GaveSupport : WEEK1_GaveSupport,16.0,0.9257338346312052
pre_Norm_post_Low : pre_Low_post_Norm,WEEK1_ReceivedSupport : WEEK1_ReceivedSupport,15.0,0.9260823204795217
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2 : WEEK2,,
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_PRODUCTIVE : WEEK2_PRODUCTIVE,20.0,0.41131379177625893
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_BELONGING : WEEK2_BELONGING,23.5,0.14321461201761468
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_DISCRIMINATION : WEEK2_DISCRIMINATION,,
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_EMO_DRAINED : WEEK2_EMO_DRAINED,13.5,0.854805435691019
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_TALKSTRESS : WEEK2_TALKSTRESS,23.0,0.1689537854324663
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_LITTLESLEEP : WEEK2_LITTLESLEEP,21.0,0.31530245208174557
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_PROFCARES : WEEK2_PROFCARES,14.0,0.9270990616387901
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_HOMESICK : WEEK2_HOMESICK,11.5,0.5741490727971619
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_EXERCISE : WEEK2_EXERCISE,13.0,0.7841912294016191
pre_Norm_post_Low : pre_Low_post_Norm,WEEK_2_EMA_MORNING : WEEK_2_EMA_MORNING,,
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_ACTIVITY_ACADEMIC : WEEK2_ACTIVITY_ACADEMIC,16.0,0.9233418401809065
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_ACADEMIC_percentage : WEEK2_ACADEMIC_percentage,13.0,0.7728299926844475
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_ACTIVITY_PERSONAL : WEEK2_ACTIVITY_PERSONAL,18.0,0.6278096660308683
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_PERSONAL_percentage : WEEK2_PERSONAL_percentage,18.0,0.6278096660308683
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_TIRED_AM : WEEK2_TIRED_AM,10.0,0.41131379177625893
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_DRINK : WEEK2_DRINK,8.0,0.1640535992687675
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_DRUGS : WEEK2_DRUGS,12.0,0.3613104285261787
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_drinkdrugs_alone : WEEK2_drinkdrugs_alone,12.0,0.3613104285261787
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_negative_cons : WEEK2_negative_cons,12.0,0.3613104285261787
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_SLEEP : WEEK2_SLEEP,,
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_HrsBed_Avg : WEEK2_HrsBed_Avg,30.0,0.007969413024121784
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_HrsAsleep_Avg : WEEK2_HrsAsleep_Avg,30.0,0.007969413024121784
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_HrsBed_Weekday_avg : WEEK2_HrsBed_Weekday_avg,30.0,0.00811311726556578
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_HrsAsleep_Weekday_avg : WEEK2_HrsAsleep_Weekday_avg,30.0,0.00811311726556578
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_HrsBed_Weekend_avg : WEEK2_HrsBed_Weekend_avg,28.0,0.022478873366125265
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_HrsAsleep_Weekend_avg : WEEK2_HrsAsleep_Weekend_avg,28.0,0.022478873366125265
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_TODAY_STRESSFUL : WEEK2_TODAY_STRESSFUL,12.0,0.6480768681391461
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_M_STRESS : WEEK2_M_STRESS,15.0,0.9269325160816494
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_M_CONTROL : WEEK2_M_CONTROL,13.5,0.8541453398890058
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_M_SUCCESS_COPING : WEEK2_M_SUCCESS_COPING,10.5,0.46419164680396885
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_A1_STRESS : WEEK2_A1_STRESS,20.5,0.3591170425893677
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_A1_CONTROL : WEEK2_A1_CONTROL,21.5,0.27113234956794896
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_A1_SUCCESS_COPING : WEEK2_A1_SUCCESS_COPING,12.0,0.647328684583698
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_A2_STRESS : WEEK2_A2_STRESS,17.0,0.7841912294016191
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_A2_CONTROL : WEEK2_A2_CONTROL,12.5,0.7143791829912025
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_A2_SUCCESS_COPING : WEEK2_A2_SUCCESS_COPING,15.0,0.923724918398048
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_E_STRESS : WEEK2_E_STRESS,15.5,1.0
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_E_CONTROL : WEEK2_E_CONTROL,18.0,0.647328684583698
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_E_SUCCESS_COPING : WEEK2_E_SUCCESS_COPING,14.0,0.9269325160816494
pre_Norm_post_Low : pre_Low_post_Norm,D1_W2_Stress : D1_W2_Stress,15.5,1.0
pre_Norm_post_Low : pre_Low_post_Norm,D2_W2_Stress : D2_W2_Stress,10.5,0.4631687362979815
pre_Norm_post_Low : pre_Low_post_Norm,D3_W2_Stress : D3_W2_Stress,9.5,0.3580121842474402
pre_Norm_post_Low : pre_Low_post_Norm,D4_W2_Stress : D4_W2_Stress,16.0,0.9241023104566971
pre_Norm_post_Low : pre_Low_post_Norm,D5_W2_Stress : D5_W2_Stress,20.5,0.3580121842474402
pre_Norm_post_Low : pre_Low_post_Norm,D6_W2_Stress : D6_W2_Stress,17.5,0.7143791829912025
pre_Norm_post_Low : pre_Low_post_Norm,D7_W2_Stress : D7_W2_Stress,24.0,0.11900039318490273
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_STRESS : WEEK2_STRESS,16.0,0.9272644735252321
pre_Norm_post_Low : pre_Low_post_Norm,D1_W2_GaveSupport : D1_W2_GaveSupport,20.0,0.3637223273807114
pre_Norm_post_Low : pre_Low_post_Norm,D2_W2_GaveSupport : D2_W2_GaveSupport,24.5,0.057779571123597245
pre_Norm_post_Low : pre_Low_post_Norm,D3_W2_GaveSupport : D3_W2_GaveSupport,20.0,0.3353506170652877
pre_Norm_post_Low : pre_Low_post_Norm,D4_W2_GaveSupport : D4_W2_GaveSupport,14.5,1.0
pre_Norm_post_Low : pre_Low_post_Norm,D5_W2_GaveSupport : D5_W2_GaveSupport,22.0,0.17058693287144144
pre_Norm_post_Low : pre_Low_post_Norm,D6_W2_GaveSupport : D6_W2_GaveSupport,12.5,0.6822365624356149
pre_Norm_post_Low : pre_Low_post_Norm,D7_W2_GaveSupport : D7_W2_GaveSupport,14.0,0.9184762793793658
pre_Norm_post_Low : pre_Low_post_Norm,D1_W2_ReceivedSupport : D1_W2_ReceivedSupport,12.5,0.6411172502600962
pre_Norm_post_Low : pre_Low_post_Norm,D2_W2_ReceivedSupport : D2_W2_ReceivedSupport,13.5,0.8330288937195214
pre_Norm_post_Low : pre_Low_post_Norm,D3_W2_ReceivedSupport : D3_W2_ReceivedSupport,22.5,0.1518733603052729
pre_Norm_post_Low : pre_Low_post_Norm,D4_W2_ReceivedSupport : D4_W2_ReceivedSupport,13.0,0.7817590591358394
pre_Norm_post_Low : pre_Low_post_Norm,D5_W2_ReceivedSupport : D5_W2_ReceivedSupport,22.0,0.17058693287144144
pre_Norm_post_Low : pre_Low_post_Norm,D6_W2_ReceivedSupport : D6_W2_ReceivedSupport,20.0,0.3353506170652877
pre_Norm_post_Low : pre_Low_post_Norm,D7_W2_ReceivedSupport : D7_W2_ReceivedSupport,20.0,0.35695678804321895
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_GaveSupport : WEEK2_GaveSupport,17.5,0.7092566788580349
pre_Norm_post_Low : pre_Low_post_Norm,WEEK2_ReceivedSupport : WEEK2_ReceivedSupport,18.0,0.64351499991621
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3 : WEEK3,,
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_PRODUCTIVE : WEEK3_PRODUCTIVE,22.0,0.2321232628812202
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_BELONGING : WEEK3_BELONGING,19.0,0.5228166539190886
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_DISCRIMINATION : WEEK3_DISCRIMINATION,,
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_EMO_DRAINED : WEEK3_EMO_DRAINED,15.0,0.9272644735252321
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_TALKSTRESS : WEEK3_TALKSTRESS,16.0,0.9269325160816494
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_LITTLESLEEP : WEEK3_LITTLESLEEP,24.5,0.09570475117488142
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_PROFCARES : WEEK3_PROFCARES,22.0,0.2331971402479267
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_HOMESICK : WEEK3_HOMESICK,12.5,0.7143791829912025
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_EXERCISE : WEEK3_EXERCISE,16.5,0.8541453398890058
pre_Norm_post_Low : pre_Low_post_Norm,EMA_MORNING : EMA_MORNING,,
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_ACTIVITY_ACADEMIC : WEEK3_ACTIVITY_ACADEMIC,17.5,0.7079324417918872
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_ACADEMIC_percentage : WEEK3_ACADEMIC_percentage,11.5,0.5741490727971619
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_ACTIVITY_PERSONAL : WEEK3_ACTIVITY_PERSONAL,11.5,0.47950012218695337
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_PERSONAL_percentage : WEEK3_PERSONAL_percentage,11.5,0.47950012218695337
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_TIRED_AM : WEEK3_TIRED_AM,10.5,0.46006503697094003
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_DRINK : WEEK3_DRINK,15.0,0.9147543868176491
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_DRUGS : WEEK3_DRUGS,12.0,0.3613104285261787
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_drinkdrugs_alone : WEEK3_drinkdrugs_alone,12.0,0.3613104285261787
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_negative_cons : WEEK3_negative_cons,,
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_SLEEP : WEEK3_SLEEP,,
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_HrsBed_avg : WEEK3_HrsBed_avg,28.0,0.022478873366125265
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_HrsAsleep_avg : WEEK3_HrsAsleep_avg,27.5,0.02810006355731762
pre_Norm_post_Low : pre_Low_post_Norm,WEEK3_HrsBed_Weekday_avg : WEEK3_HrsBed_Weekday_avg,26.0,0.05523425371806383
